travelcode,usercode,name,place,days,price,total,date,price_per_day
17720.0,176.0,Hotel CB,Rio de Janeiro (RJ),2.0,165.99,331.98,2021-02-25,110.66000000000001
17725.0,176.0,Hotel K,Salvador (BH),4.0,263.41,1053.64,2021-04-01,210.728
17728.0,176.0,Hotel K,Salvador (BH),1.0,263.41,263.41,2021-04-22,131.705
17730.0,176.0,Hotel K,Salvador (BH),1.0,263.41,263.41,2021-05-06,131.705
17734.0,176.0,Hotel K,Salvador (BH),4.0,263.41,1053.64,2021-06-03,210.728
17736.0,176.0,Hotel CB,Rio de Janeiro (RJ),2.0,165.99,331.98,2021-06-17,110.66000000000001
17738.0,176.0,Hotel BW,Campo Grande (MS),4.0,60.39,241.56,2021-07-01,48.312
17739.0,176.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2021-07-08,132.792
17743.0,176.0,Hotel A,Florianopolis (SC),2.0,313.02,626.04,2021-08-05,208.67999999999998
17745.0,176.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2021-08-19,82.995
17747.0,176.0,Hotel A,Florianopolis (SC),1.0,313.02,313.02,2021-09-02,156.51
17751.0,176.0,Hotel BP,Brasilia (DF),4.0,247.62,990.48,2021-09-30,198.096
17752.0,176.0,Hotel AU,Recife (PE),3.0,312.83,938.49,2021-10-07,234.6225
17754.0,176.0,Hotel BW,Campo Grande (MS),4.0,60.39,241.56,2021-10-21,48.312
17758.0,176.0,Hotel K,Salvador (BH),3.0,263.41,790.23,2021-11-18,197.5575
17762.0,176.0,Hotel BW,Campo Grande (MS),1.0,60.39,60.39,2021-12-16,30.195
17764.0,176.0,Hotel BD,Natal (RN),4.0,242.88,971.52,2021-12-30,194.304
17765.0,176.0,Hotel BP,Brasilia (DF),3.0,247.62,742.86,2022-01-06,185.715
17767.0,177.0,Hotel Z,Aracaju (SE),1.0,208.04,208.04,2019-09-26,104.02
17775.0,177.0,Hotel Z,Aracaju (SE),1.0,208.04,208.04,2019-11-21,104.02
17780.0,177.0,Hotel BD,Natal (RN),4.0,242.88,971.52,2019-12-26,194.304
17785.0,177.0,Hotel BD,Natal (RN),2.0,242.88,485.76,2020-01-30,161.92
17788.0,177.0,Hotel BP,Brasilia (DF),4.0,247.62,990.48,2020-02-20,198.096
17798.0,177.0,Hotel AF,Sao Paulo (SP),4.0,139.1,556.4,2020-04-30,111.28
17802.0,177.0,Hotel Z,Aracaju (SE),4.0,208.04,832.16,2020-05-28,166.432
17805.0,177.0,Hotel BW,Campo Grande (MS),2.0,60.39,120.78,2020-06-18,40.26
17806.0,177.0,Hotel K,Salvador (BH),3.0,263.41,790.23,2020-06-25,197.5575
17808.0,177.0,Hotel BW,Campo Grande (MS),4.0,60.39,241.56,2020-07-09,48.312
17813.0,177.0,Hotel K,Salvador (BH),4.0,263.41,1053.64,2020-08-13,210.728
17814.0,177.0,Hotel BW,Campo Grande (MS),3.0,60.39,181.17,2020-08-20,45.2925
17817.0,177.0,Hotel A,Florianopolis (SC),4.0,313.02,1252.08,2020-09-10,250.416
17820.0,177.0,Hotel BD,Natal (RN),2.0,242.88,485.76,2020-10-01,161.92
17821.0,177.0,Hotel AF,Sao Paulo (SP),1.0,139.1,139.1,2020-10-08,69.55
17826.0,177.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2020-11-12,175.60666666666668
17828.0,177.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2020-11-26,175.60666666666668
17829.0,177.0,Hotel BD,Natal (RN),4.0,242.88,971.52,2020-12-03,194.304
17831.0,177.0,Hotel AU,Recife (PE),4.0,312.83,1251.32,2020-12-17,250.26399999999998
17832.0,177.0,Hotel CB,Rio de Janeiro (RJ),3.0,165.99,497.97,2020-12-24,124.4925
17839.0,177.0,Hotel BW,Campo Grande (MS),4.0,60.39,241.56,2021-02-11,48.312
17843.0,177.0,Hotel AU,Recife (PE),2.0,312.83,625.66,2021-03-11,208.5533333333333
17845.0,177.0,Hotel BW,Campo Grande (MS),4.0,60.39,241.56,2021-03-25,48.312
17848.0,177.0,Hotel BP,Brasilia (DF),2.0,247.62,495.24,2021-04-15,165.08
17854.0,177.0,Hotel CB,Rio de Janeiro (RJ),2.0,165.99,331.98,2021-05-27,110.66000000000001
17856.0,177.0,Hotel BD,Natal (RN),1.0,242.88,242.88,2021-06-10,121.44
17865.0,177.0,Hotel BD,Natal (RN),1.0,242.88,242.88,2021-08-12,121.44
17866.0,177.0,Hotel AU,Recife (PE),1.0,312.83,312.83,2021-08-19,156.415
17875.0,177.0,Hotel BD,Natal (RN),4.0,242.88,971.52,2021-10-21,194.304
17876.0,177.0,Hotel K,Salvador (BH),1.0,263.41,263.41,2021-10-28,131.705
17878.0,177.0,Hotel Z,Aracaju (SE),4.0,208.04,832.16,2021-11-11,166.432
17879.0,177.0,Hotel BW,Campo Grande (MS),4.0,60.39,241.56,2021-11-18,48.312
17882.0,177.0,Hotel A,Florianopolis (SC),1.0,313.02,313.02,2021-12-09,156.51
17884.0,177.0,Hotel BD,Natal (RN),4.0,242.88,971.52,2021-12-23,194.304
17887.0,177.0,Hotel AF,Sao Paulo (SP),1.0,139.1,139.1,2022-01-13,69.55
17888.0,177.0,Hotel AU,Recife (PE),1.0,312.83,312.83,2022-01-20,156.415
17896.0,177.0,Hotel A,Florianopolis (SC),1.0,313.02,313.02,2022-03-17,156.51
17901.0,177.0,Hotel BD,Natal (RN),3.0,242.88,728.64,2022-04-21,182.16
17902.0,177.0,Hotel Z,Aracaju (SE),3.0,208.04,624.12,2022-04-28,156.03
17905.0,177.0,Hotel AU,Recife (PE),4.0,312.83,1251.32,2022-05-19,250.26399999999998
17911.0,177.0,Hotel A,Florianopolis (SC),3.0,313.02,939.06,2022-06-30,234.765
17913.0,177.0,Hotel AU,Recife (PE),4.0,312.83,1251.32,2022-07-14,250.26399999999998
17920.0,178.0,Hotel K,Salvador (BH),4.0,263.41,1053.64,2019-10-03,210.728
17925.0,178.0,Hotel K,Salvador (BH),4.0,263.41,1053.64,2019-11-07,210.728
17927.0,178.0,Hotel BW,Campo Grande (MS),1.0,60.39,60.39,2019-11-21,30.195
17939.0,178.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2020-02-13,82.995
17944.0,178.0,Hotel BP,Brasilia (DF),4.0,247.62,990.48,2020-03-19,198.096
17947.0,178.0,Hotel AF,Sao Paulo (SP),4.0,139.1,556.4,2020-04-09,111.28
17950.0,178.0,Hotel A,Florianopolis (SC),1.0,313.02,313.02,2020-04-30,156.51
17951.0,178.0,Hotel A,Florianopolis (SC),1.0,313.02,313.02,2020-05-07,156.51
17952.0,178.0,Hotel A,Florianopolis (SC),2.0,313.02,626.04,2020-05-14,208.67999999999998
17954.0,178.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2020-05-28,82.995
17955.0,178.0,Hotel BW,Campo Grande (MS),2.0,60.39,120.78,2020-06-04,40.26
17956.0,178.0,Hotel A,Florianopolis (SC),2.0,313.02,626.04,2020-06-11,208.67999999999998
17961.0,178.0,Hotel BP,Brasilia (DF),1.0,247.62,247.62,2020-07-16,123.81
17963.0,178.0,Hotel Z,Aracaju (SE),4.0,208.04,832.16,2020-07-30,166.432
17964.0,178.0,Hotel Z,Aracaju (SE),2.0,208.04,416.08,2020-08-06,138.69333333333333
17965.0,178.0,Hotel A,Florianopolis (SC),1.0,313.02,313.02,2020-08-13,156.51
17969.0,178.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2020-09-10,175.60666666666668
17970.0,178.0,Hotel AF,Sao Paulo (SP),3.0,139.1,417.3,2020-09-17,104.325
17972.0,178.0,Hotel BP,Brasilia (DF),3.0,247.62,742.86,2020-10-01,185.715
17975.0,178.0,Hotel BW,Campo Grande (MS),3.0,60.39,181.17,2020-10-22,45.2925
17976.0,178.0,Hotel AF,Sao Paulo (SP),1.0,139.1,139.1,2020-10-29,69.55
17977.0,178.0,Hotel BP,Brasilia (DF),1.0,247.62,247.62,2020-11-05,123.81
17979.0,178.0,Hotel BP,Brasilia (DF),3.0,247.62,742.86,2020-11-19,185.715
17980.0,178.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2020-11-26,82.995
17981.0,178.0,Hotel AF,Sao Paulo (SP),4.0,139.1,556.4,2020-12-03,111.28
17986.0,178.0,Hotel AF,Sao Paulo (SP),2.0,139.1,278.2,2021-01-07,92.73333333333333
17987.0,178.0,Hotel BP,Brasilia (DF),4.0,247.62,990.48,2021-01-14,198.096
17989.0,178.0,Hotel Z,Aracaju (SE),3.0,208.04,624.12,2021-01-28,156.03
17991.0,178.0,Hotel K,Salvador (BH),1.0,263.41,263.41,2021-02-11,131.705
17993.0,178.0,Hotel AU,Recife (PE),1.0,312.83,312.83,2021-02-25,156.415
17994.0,178.0,Hotel BD,Natal (RN),4.0,242.88,971.52,2021-03-04,194.304
17996.0,178.0,Hotel BP,Brasilia (DF),1.0,247.62,247.62,2021-03-18,123.81
17997.0,178.0,Hotel Z,Aracaju (SE),2.0,208.04,416.08,2021-03-25,138.69333333333333
17998.0,178.0,Hotel AU,Recife (PE),4.0,312.83,1251.32,2021-04-01,250.26399999999998
18001.0,178.0,Hotel BW,Campo Grande (MS),2.0,60.39,120.78,2021-04-22,40.26
18002.0,178.0,Hotel AF,Sao Paulo (SP),2.0,139.1,278.2,2021-04-29,92.73333333333333
18005.0,178.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2021-05-20,82.995
18008.0,178.0,Hotel CB,Rio de Janeiro (RJ),3.0,165.99,497.97,2021-06-10,124.4925
18009.0,178.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2021-06-17,132.792
18012.0,178.0,Hotel A,Florianopolis (SC),3.0,313.02,939.06,2021-07-08,234.765
18014.0,178.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2021-07-22,82.995
18016.0,178.0,Hotel AF,Sao Paulo (SP),4.0,139.1,556.4,2021-08-05,111.28
18017.0,178.0,Hotel AU,Recife (PE),2.0,312.83,625.66,2021-08-12,208.5533333333333
18020.0,178.0,Hotel BP,Brasilia (DF),4.0,247.62,990.48,2021-09-02,198.096
18023.0,178.0,Hotel Z,Aracaju (SE),3.0,208.04,624.12,2021-09-23,156.03
18024.0,178.0,Hotel K,Salvador (BH),3.0,263.41,790.23,2021-09-30,197.5575
18025.0,178.0,Hotel BP,Brasilia (DF),4.0,247.62,990.48,2021-10-07,198.096
18026.0,178.0,Hotel BW,Campo Grande (MS),2.0,60.39,120.78,2021-10-14,40.26
18031.0,178.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2021-11-18,132.792
18035.0,178.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2021-12-16,132.792
18036.0,178.0,Hotel BP,Brasilia (DF),3.0,247.62,742.86,2021-12-23,185.715
18038.0,178.0,Hotel A,Florianopolis (SC),4.0,313.02,1252.08,2022-01-06,250.416
18040.0,178.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2022-01-20,132.792
18048.0,178.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2022-03-17,132.792
18050.0,179.0,Hotel A,Florianopolis (SC),3.0,313.02,939.06,2019-09-26,234.765
18051.0,179.0,Hotel AF,Sao Paulo (SP),1.0,139.1,139.1,2019-10-03,69.55
18057.0,179.0,Hotel AF,Sao Paulo (SP),3.0,139.1,417.3,2019-11-14,104.325
18060.0,179.0,Hotel A,Florianopolis (SC),2.0,313.02,626.04,2019-12-05,208.67999999999998
18062.0,179.0,Hotel A,Florianopolis (SC),3.0,313.02,939.06,2019-12-19,234.765
18067.0,179.0,Hotel K,Salvador (BH),3.0,263.41,790.23,2020-01-23,197.5575
18070.0,179.0,Hotel BP,Brasilia (DF),1.0,247.62,247.62,2020-02-13,123.81
18073.0,179.0,Hotel BW,Campo Grande (MS),1.0,60.39,60.39,2020-03-05,30.195
18086.0,179.0,Hotel BD,Natal (RN),1.0,242.88,242.88,2020-06-04,121.44
18089.0,179.0,Hotel A,Florianopolis (SC),2.0,313.02,626.04,2020-06-25,208.67999999999998
18094.0,179.0,Hotel A,Florianopolis (SC),1.0,313.02,313.02,2020-07-30,156.51
18096.0,179.0,Hotel K,Salvador (BH),4.0,263.41,1053.64,2020-08-13,210.728
18099.0,179.0,Hotel AF,Sao Paulo (SP),1.0,139.1,139.1,2020-09-03,69.55
18100.0,179.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2020-09-10,175.60666666666668
18101.0,179.0,Hotel Z,Aracaju (SE),3.0,208.04,624.12,2020-09-17,156.03
18102.0,179.0,Hotel BP,Brasilia (DF),4.0,247.62,990.48,2020-09-24,198.096
18105.0,179.0,Hotel BW,Campo Grande (MS),1.0,60.39,60.39,2020-10-15,30.195
18108.0,179.0,Hotel A,Florianopolis (SC),3.0,313.02,939.06,2020-11-05,234.765
18119.0,179.0,Hotel AF,Sao Paulo (SP),2.0,139.1,278.2,2021-01-21,92.73333333333333
18121.0,179.0,Hotel CB,Rio de Janeiro (RJ),3.0,165.99,497.97,2021-02-04,124.4925
18124.0,179.0,Hotel A,Florianopolis (SC),2.0,313.02,626.04,2021-02-25,208.67999999999998
18126.0,179.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2021-03-11,132.792
18127.0,179.0,Hotel AF,Sao Paulo (SP),1.0,139.1,139.1,2021-03-18,69.55
18128.0,179.0,Hotel Z,Aracaju (SE),2.0,208.04,416.08,2021-03-25,138.69333333333333
18131.0,179.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2021-04-15,132.792
18141.0,180.0,Hotel BW,Campo Grande (MS),4.0,60.39,241.56,2019-10-03,48.312
18143.0,180.0,Hotel BW,Campo Grande (MS),3.0,60.39,181.17,2019-10-17,45.2925
18145.0,180.0,Hotel AF,Sao Paulo (SP),1.0,139.1,139.1,2019-10-31,69.55
18148.0,180.0,Hotel BW,Campo Grande (MS),4.0,60.39,241.56,2019-11-21,48.312
18149.0,180.0,Hotel BW,Campo Grande (MS),1.0,60.39,60.39,2019-11-28,30.195
18150.0,180.0,Hotel BD,Natal (RN),4.0,242.88,971.52,2019-12-05,194.304
18152.0,180.0,Hotel BW,Campo Grande (MS),4.0,60.39,241.56,2019-12-19,48.312
18154.0,180.0,Hotel BP,Brasilia (DF),1.0,247.62,247.62,2020-01-02,123.81
18157.0,180.0,Hotel A,Florianopolis (SC),3.0,313.02,939.06,2020-01-23,234.765
18163.0,180.0,Hotel BD,Natal (RN),3.0,242.88,728.64,2020-03-05,182.16
18164.0,180.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2020-03-12,132.792
18172.0,180.0,Hotel CB,Rio de Janeiro (RJ),3.0,165.99,497.97,2020-05-07,124.4925
18173.0,180.0,Hotel AF,Sao Paulo (SP),3.0,139.1,417.3,2020-05-14,104.325
18176.0,180.0,Hotel A,Florianopolis (SC),1.0,313.02,313.02,2020-06-04,156.51
18179.0,180.0,Hotel AF,Sao Paulo (SP),2.0,139.1,278.2,2020-06-25,92.73333333333333
18188.0,180.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2020-08-27,132.792
18196.0,180.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2020-10-22,175.60666666666668
18198.0,180.0,Hotel BD,Natal (RN),1.0,242.88,242.88,2020-11-05,121.44
18202.0,180.0,Hotel A,Florianopolis (SC),2.0,313.02,626.04,2020-12-03,208.67999999999998
18203.0,180.0,Hotel K,Salvador (BH),3.0,263.41,790.23,2020-12-10,197.5575
18206.0,180.0,Hotel K,Salvador (BH),3.0,263.41,790.23,2020-12-31,197.5575
18207.0,180.0,Hotel AF,Sao Paulo (SP),4.0,139.1,556.4,2021-01-07,111.28
18208.0,180.0,Hotel BP,Brasilia (DF),4.0,247.62,990.48,2021-01-14,198.096
18210.0,180.0,Hotel AF,Sao Paulo (SP),2.0,139.1,278.2,2021-01-28,92.73333333333333
18211.0,180.0,Hotel AU,Recife (PE),2.0,312.83,625.66,2021-02-04,208.5533333333333
18212.0,180.0,Hotel BD,Natal (RN),3.0,242.88,728.64,2021-02-11,182.16
18213.0,180.0,Hotel BW,Campo Grande (MS),4.0,60.39,241.56,2021-02-18,48.312
18218.0,180.0,Hotel BW,Campo Grande (MS),2.0,60.39,120.78,2021-03-25,40.26
18222.0,180.0,Hotel Z,Aracaju (SE),4.0,208.04,832.16,2021-04-22,166.432
18225.0,180.0,Hotel BW,Campo Grande (MS),2.0,60.39,120.78,2021-05-13,40.26
18226.0,180.0,Hotel AF,Sao Paulo (SP),1.0,139.1,139.1,2021-05-20,69.55
18228.0,180.0,Hotel A,Florianopolis (SC),2.0,313.02,626.04,2021-06-03,208.67999999999998
18235.0,180.0,Hotel BW,Campo Grande (MS),1.0,60.39,60.39,2021-07-22,30.195
18236.0,180.0,Hotel BD,Natal (RN),3.0,242.88,728.64,2021-07-29,182.16
18243.0,180.0,Hotel K,Salvador (BH),4.0,263.41,1053.64,2021-09-16,210.728
18245.0,180.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2021-09-30,175.60666666666668
18246.0,180.0,Hotel BP,Brasilia (DF),2.0,247.62,495.24,2021-10-07,165.08
18250.0,180.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2021-11-04,132.792
18251.0,180.0,Hotel A,Florianopolis (SC),4.0,313.02,1252.08,2021-11-11,250.416
18265.0,180.0,Hotel A,Florianopolis (SC),3.0,313.02,939.06,2022-02-17,234.765
18270.0,180.0,Hotel BD,Natal (RN),3.0,242.88,728.64,2022-03-24,182.16
18274.0,181.0,Hotel A,Florianopolis (SC),1.0,313.02,313.02,2019-10-10,156.51
18280.0,181.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2019-11-21,132.792
18281.0,181.0,Hotel AF,Sao Paulo (SP),3.0,139.1,417.3,2019-11-28,104.325
18290.0,181.0,Hotel CB,Rio de Janeiro (RJ),2.0,165.99,331.98,2020-01-30,110.66000000000001
18293.0,181.0,Hotel BD,Natal (RN),1.0,242.88,242.88,2020-02-20,121.44
18297.0,181.0,Hotel AF,Sao Paulo (SP),1.0,139.1,139.1,2020-03-19,69.55
18298.0,181.0,Hotel AF,Sao Paulo (SP),1.0,139.1,139.1,2020-03-26,69.55
18303.0,181.0,Hotel BW,Campo Grande (MS),2.0,60.39,120.78,2020-04-30,40.26
18312.0,181.0,Hotel K,Salvador (BH),1.0,263.41,263.41,2020-07-02,131.705
18315.0,181.0,Hotel AF,Sao Paulo (SP),1.0,139.1,139.1,2020-07-23,69.55
18319.0,181.0,Hotel A,Florianopolis (SC),4.0,313.02,1252.08,2020-08-20,250.416
18323.0,181.0,Hotel Z,Aracaju (SE),1.0,208.04,208.04,2020-09-17,104.02
18326.0,181.0,Hotel A,Florianopolis (SC),3.0,313.02,939.06,2020-10-08,234.765
18328.0,181.0,Hotel AF,Sao Paulo (SP),4.0,139.1,556.4,2020-10-22,111.28
18330.0,181.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2020-11-05,132.792
18331.0,181.0,Hotel CB,Rio de Janeiro (RJ),3.0,165.99,497.97,2020-11-12,124.4925
18347.0,181.0,Hotel BW,Campo Grande (MS),3.0,60.39,181.17,2021-03-04,45.2925
18348.0,181.0,Hotel BW,Campo Grande (MS),2.0,60.39,120.78,2021-03-11,40.26
18349.0,181.0,Hotel Z,Aracaju (SE),3.0,208.04,624.12,2021-03-18,156.03
18350.0,181.0,Hotel BW,Campo Grande (MS),4.0,60.39,241.56,2021-03-25,48.312
18352.0,181.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2021-04-08,82.995
18353.0,181.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2021-04-15,132.792
18376.0,182.0,Hotel BP,Brasilia (DF),1.0,247.62,247.62,2019-10-24,123.81
18379.0,182.0,Hotel Z,Aracaju (SE),4.0,208.04,832.16,2019-11-14,166.432
18380.0,182.0,Hotel AF,Sao Paulo (SP),4.0,139.1,556.4,2019-11-21,111.28
18382.0,182.0,Hotel Z,Aracaju (SE),4.0,208.04,832.16,2019-12-05,166.432
18383.0,182.0,Hotel A,Florianopolis (SC),2.0,313.02,626.04,2019-12-12,208.67999999999998
18386.0,182.0,Hotel BD,Natal (RN),3.0,242.88,728.64,2020-01-02,182.16
18387.0,182.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2020-01-09,175.60666666666668
18390.0,182.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2020-01-30,132.792
18391.0,182.0,Hotel AF,Sao Paulo (SP),4.0,139.1,556.4,2020-02-06,111.28
18392.0,182.0,Hotel BW,Campo Grande (MS),4.0,60.39,241.56,2020-02-13,48.312
18395.0,182.0,Hotel AU,Recife (PE),2.0,312.83,625.66,2020-03-05,208.5533333333333
18397.0,182.0,Hotel BP,Brasilia (DF),2.0,247.62,495.24,2020-03-19,165.08
18401.0,182.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2020-04-16,132.792
18402.0,182.0,Hotel Z,Aracaju (SE),1.0,208.04,208.04,2020-04-23,104.02
18405.0,182.0,Hotel AU,Recife (PE),4.0,312.83,1251.32,2020-05-14,250.26399999999998
18409.0,182.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2020-06-11,175.60666666666668
18410.0,182.0,Hotel BW,Campo Grande (MS),4.0,60.39,241.56,2020-06-18,48.312
18414.0,182.0,Hotel Z,Aracaju (SE),4.0,208.04,832.16,2020-07-16,166.432
18417.0,182.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2020-08-06,175.60666666666668
18418.0,182.0,Hotel BD,Natal (RN),1.0,242.88,242.88,2020-08-13,121.44
18422.0,182.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2020-09-10,82.995
18423.0,182.0,Hotel BD,Natal (RN),3.0,242.88,728.64,2020-09-17,182.16
18430.0,182.0,Hotel BD,Natal (RN),4.0,242.88,971.52,2020-11-05,194.304
18431.0,182.0,Hotel AF,Sao Paulo (SP),2.0,139.1,278.2,2020-11-12,92.73333333333333
18437.0,182.0,Hotel AU,Recife (PE),4.0,312.83,1251.32,2020-12-24,250.26399999999998
18438.0,182.0,Hotel AU,Recife (PE),1.0,312.83,312.83,2020-12-31,156.415
18439.0,182.0,Hotel K,Salvador (BH),3.0,263.41,790.23,2021-01-07,197.5575
18448.0,182.0,Hotel A,Florianopolis (SC),2.0,313.02,626.04,2021-03-11,208.67999999999998
18456.0,182.0,Hotel Z,Aracaju (SE),2.0,208.04,416.08,2021-05-06,138.69333333333333
18457.0,182.0,Hotel AU,Recife (PE),3.0,312.83,938.49,2021-05-13,234.6225
18460.0,182.0,Hotel CB,Rio de Janeiro (RJ),2.0,165.99,331.98,2021-06-03,110.66000000000001
18462.0,182.0,Hotel AF,Sao Paulo (SP),2.0,139.1,278.2,2021-06-17,92.73333333333333
18463.0,182.0,Hotel BD,Natal (RN),3.0,242.88,728.64,2021-06-24,182.16
18469.0,182.0,Hotel AU,Recife (PE),3.0,312.83,938.49,2021-08-05,234.6225
18475.0,182.0,Hotel AF,Sao Paulo (SP),3.0,139.1,417.3,2021-09-16,104.325
18477.0,182.0,Hotel BW,Campo Grande (MS),3.0,60.39,181.17,2021-09-30,45.2925
18478.0,182.0,Hotel BP,Brasilia (DF),2.0,247.62,495.24,2021-10-07,165.08
18479.0,182.0,Hotel AU,Recife (PE),1.0,312.83,312.83,2021-10-14,156.415
18480.0,182.0,Hotel BD,Natal (RN),3.0,242.88,728.64,2021-10-21,182.16
18482.0,182.0,Hotel BP,Brasilia (DF),3.0,247.62,742.86,2021-11-04,185.715
18485.0,182.0,Hotel BW,Campo Grande (MS),2.0,60.39,120.78,2021-11-25,40.26
18490.0,183.0,Hotel AU,Recife (PE),2.0,312.83,625.66,2019-10-17,208.5533333333333
18491.0,183.0,Hotel BD,Natal (RN),1.0,242.88,242.88,2019-10-24,121.44
18493.0,183.0,Hotel BD,Natal (RN),4.0,242.88,971.52,2019-11-07,194.304
18495.0,183.0,Hotel BW,Campo Grande (MS),3.0,60.39,181.17,2019-11-21,45.2925
18496.0,183.0,Hotel K,Salvador (BH),1.0,263.41,263.41,2019-11-28,131.705
18497.0,183.0,Hotel AF,Sao Paulo (SP),1.0,139.1,139.1,2019-12-05,69.55
18498.0,183.0,Hotel A,Florianopolis (SC),2.0,313.02,626.04,2019-12-12,208.67999999999998
18502.0,183.0,Hotel AF,Sao Paulo (SP),2.0,139.1,278.2,2020-01-09,92.73333333333333
18504.0,183.0,Hotel AF,Sao Paulo (SP),3.0,139.1,417.3,2020-01-23,104.325
18505.0,183.0,Hotel AF,Sao Paulo (SP),4.0,139.1,556.4,2020-01-30,111.28
18507.0,183.0,Hotel K,Salvador (BH),3.0,263.41,790.23,2020-02-13,197.5575
18510.0,183.0,Hotel AU,Recife (PE),3.0,312.83,938.49,2020-03-05,234.6225
18513.0,183.0,Hotel AU,Recife (PE),2.0,312.83,625.66,2020-03-26,208.5533333333333
18514.0,183.0,Hotel BD,Natal (RN),4.0,242.88,971.52,2020-04-02,194.304
18516.0,183.0,Hotel BW,Campo Grande (MS),3.0,60.39,181.17,2020-04-16,45.2925
18520.0,183.0,Hotel A,Florianopolis (SC),2.0,313.02,626.04,2020-05-14,208.67999999999998
18523.0,183.0,Hotel BW,Campo Grande (MS),2.0,60.39,120.78,2020-06-04,40.26
18533.0,183.0,Hotel AU,Recife (PE),2.0,312.83,625.66,2020-08-13,208.5533333333333
18534.0,183.0,Hotel AU,Recife (PE),2.0,312.83,625.66,2020-08-20,208.5533333333333
18538.0,183.0,Hotel CB,Rio de Janeiro (RJ),3.0,165.99,497.97,2020-09-17,124.4925
18539.0,183.0,Hotel BW,Campo Grande (MS),2.0,60.39,120.78,2020-09-24,40.26
18541.0,183.0,Hotel BD,Natal (RN),1.0,242.88,242.88,2020-10-08,121.44
18542.0,183.0,Hotel AF,Sao Paulo (SP),4.0,139.1,556.4,2020-10-15,111.28
18551.0,183.0,Hotel K,Salvador (BH),1.0,263.41,263.41,2020-12-17,131.705
18552.0,183.0,Hotel A,Florianopolis (SC),1.0,313.02,313.02,2020-12-24,156.51
18553.0,183.0,Hotel BW,Campo Grande (MS),3.0,60.39,181.17,2020-12-31,45.2925
18556.0,183.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2021-01-21,132.792
18568.0,183.0,Hotel BW,Campo Grande (MS),1.0,60.39,60.39,2021-04-15,30.195
18574.0,183.0,Hotel BW,Campo Grande (MS),2.0,60.39,120.78,2021-05-27,40.26
18582.0,183.0,Hotel BW,Campo Grande (MS),2.0,60.39,120.78,2021-07-22,40.26
18585.0,183.0,Hotel Z,Aracaju (SE),2.0,208.04,416.08,2021-08-12,138.69333333333333
18589.0,183.0,Hotel A,Florianopolis (SC),2.0,313.02,626.04,2021-09-09,208.67999999999998
18593.0,183.0,Hotel A,Florianopolis (SC),2.0,313.02,626.04,2021-10-07,208.67999999999998
18594.0,183.0,Hotel A,Florianopolis (SC),2.0,313.02,626.04,2021-10-14,208.67999999999998
18599.0,183.0,Hotel AF,Sao Paulo (SP),1.0,139.1,139.1,2021-11-18,69.55
18600.0,183.0,Hotel A,Florianopolis (SC),2.0,313.02,626.04,2021-11-25,208.67999999999998
18604.0,183.0,Hotel K,Salvador (BH),4.0,263.41,1053.64,2021-12-23,210.728
18607.0,183.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2022-01-13,175.60666666666668
18609.0,183.0,Hotel K,Salvador (BH),3.0,263.41,790.23,2022-01-27,197.5575
